,Date,return,Y1,predicted,binary,ticker,top,strat
53,2024-07-17,0.024440108,-0.011148406,0.024440109,0,CMCSA,1,0.0
54,2024-07-18,-0.011148406,-0.001495826,-0.011148405,0,CMCSA,0,-0.011148406
55,2024-07-19,-0.001495826,-0.013817656,-0.001495825,0,CMCSA,0,-0.0
56,2024-07-22,-0.013817656,-0.026141942,-0.013817655,0,CMCSA,0,-0.0
57,2024-07-23,-0.026141942,-0.01096612,-0.026141941,0,CMCSA,0,-0.0
58,2024-07-24,-0.01096612,0.003930348,-0.010966119,0,CMCSA,0,-0.0
59,2024-07-25,0.003930348,0.0372171,0.003930349,0,CMCSA,0,0.0
60,2024-07-26,0.0372171,0.024637346,0.037217101,0,CMCSA,1,0.0
61,2024-07-29,0.024637346,0.003190604,0.024637348,0,CMCSA,1,0.024637346
62,2024-07-30,0.003190604,0.011208672,0.003190606,0,CMCSA,0,0.003190604
64,2024-07-02,0.019867066,0.011297619,0.019864296,0,PYPL,1,0.0
65,2024-07-03,0.011297619,0.002010033,0.011294813,0,PYPL,1,0.011297619
66,2024-07-05,0.002010033,-0.011274805,0.002007199,0,PYPL,1,0.002010033
67,2024-07-08,-0.011274805,-0.001524264,-0.01127764,0,PYPL,0,-0.011274805
68,2024-07-09,-0.001524264,-0.001696327,-0.001527197,0,PYPL,0,-0.0
69,2024-07-10,-0.001696327,0.018336793,-0.001699381,0,PYPL,0,-0.0
70,2024-07-11,0.018336793,0.004656565,0.018333785,0,PYPL,1,0.0
71,2024-07-12,0.004656565,0.003312919,0.004653524,0,PYPL,1,0.004656565
72,2024-07-15,0.003312919,0.021917791,0.00330974,0,PYPL,0,0.003312919
73,2024-07-16,0.021917791,-0.009264588,0.02191455,0,PYPL,1,0.0
74,2024-07-17,-0.009264588,-0.020456036,-0.009267819,0,PYPL,0,-0.009264588
75,2024-07-18,-0.020456036,-0.011229451,-0.020459338,0,PYPL,0,-0.0
76,2024-07-19,-0.011229451,0.023981143,-0.01123286,0,PYPL,0,-0.0
77,2024-07-22,0.023981143,-0.017596758,0.023977694,0,PYPL,1,0.0
78,2024-07-23,-0.017596758,-0.027850321,-0.017600238,0,PYPL,0,-0.017596758
79,2024-07-24,-0.027850321,-0.014745665,-0.027853805,0,PYPL,0,-0.0
80,2024-07-25,-0.014745665,0.018527059,-0.014749251,0,PYPL,0,-0.0
81,2024-07-26,0.018527059,0.011089386,0.018523349,0,PYPL,1,0.0
82,2024-07-29,0.011089386,0.082363129,0.011085718,0,PYPL,1,0.011089386
83,2024-07-30,0.082363129,0.027432739,0.082359425,0,PYPL,1,0.082363129
85,2024-07-02,0.004384579,0.002808557,0.004384567,0,KHC,1,0.0
86,2024-07-03,0.002808557,0.0,0.002808546,0,KHC,1,0.002808557
87,2024-07-05,0.0,0.000311523,-9.54e-09,0,KHC,0,0.0
88,2024-07-08,0.000311523,-0.005309966,0.000311514,0,KHC,1,0.0
89,2024-07-09,-0.005309966,-0.000313241,-0.005309965,0,KHC,0,-0.005309966
90,2024-07-10,-0.000313241,0.008112376,-0.00031325,0,KHC,0,-0.0
91,2024-07-11,0.008112376,-0.003424147,0.008112357,0,KHC,0,0.0
92,2024-07-12,-0.003424147,0.006836609,-0.003424164,0,KHC,0,-0.0
93,2024-07-15,0.006836609,0.016889676,0.006836593,0,KHC,0,0.0
94,2024-07-16,0.016889676,0.03176777,0.016889662,0,KHC,0,0.0
95,2024-07-17,0.03176777,-0.003842211,0.031767757,0,KHC,1,0.0
96,2024-07-18,-0.003842211,-0.019435551,-0.003842223,0,KHC,0,-0.003842211
97,2024-07-19,-0.019435551,-0.009099221,-0.019435561,0,KHC,0,-0.0
98,2024-07-22,-0.009099221,-0.000609584,-0.009099229,0,KHC,0,-0.0
99,2024-07-23,-0.000609584,0.007593051,-0.000609591,0,KHC,0,-0.0
100,2024-07-24,0.007593051,0.007235536,0.007593045,0,KHC,1,0.0
101,2024-07-25,0.007235536,0.002100517,0.007235541,0,KHC,0,0.007235536
102,2024-07-26,0.002100517,0.001796873,0.002100512,0,KHC,0,0.0
103,2024-07-29,0.001796873,0.012489071,0.001796858,0,KHC,0,0.0
104,2024-07-30,0.012489071,0.039686568,0.012489057,0,KHC,1,0.0
106,2024-07-02,-0.003502599,-0.026818486,-0.003502604,0,GILD,0,-0.003502599
107,2024-07-03,-0.026818486,0.001500692,-0.026818491,0,GILD,0,-0.0
108,2024-07-05,0.001500692,0.012813056,0.001500687,0,GILD,1,0.0
109,2024-07-08,0.012813056,0.003103972,0.012813051,0,GILD,1,0.012813056
110,2024-07-09,0.003103972,0.014504655,0.003103966,0,GILD,1,0.003103972
111,2024-07-10,0.014504655,0.01758986,0.014504649,0,GILD,1,0.014504655
112,2024-07-11,0.01758986,-0.000142959,0.017589854,0,GILD,1,0.01758986
113,2024-07-12,-0.000142959,0.012076562,-0.000142965,0,GILD,0,-0.000142959
114,2024-07-15,0.012076562,0.011653369,0.012076557,0,GILD,0,0.0
115,2024-07-16,0.011653369,0.022907082,0.011653364,0,GILD,0,0.0
116,2024-07-17,0.022907082,0.00286083,0.022907076,0,GILD,1,0.0
117,2024-07-18,0.00286083,-0.013007708,0.002860824,0,GILD,1,0.00286083
118,2024-07-19,-0.013007708,-0.00206931,-0.013007714,0,GILD,0,-0.013007708
119,2024-07-22,-0.00206931,-0.017273106,-0.002069316,0,GILD,0,-0.0
120,2024-07-23,-0.017273106,0.032214051,-0.017273112,0,GILD,0,-0.0
121,2024-07-24,0.032214051,0.040136073,0.032214045,0,GILD,1,0.0
122,2024-07-25,0.040136073,0.006513832,0.040136066,0,GILD,1,0.040136073
123,2024-07-26,0.006513832,0.009306015,0.006513826,0,GILD,0,0.006513832
124,2024-07-29,0.009306015,0.00410836,0.009306009,0,GILD,0,0.0
125,2024-07-30,0.00410836,-0.025827216,0.004108353,0,GILD,0,0.0
127,2024-07-02,0.000917527,0.011851378,0.000917529,0,GEHC,0,0.0
128,2024-07-03,0.011851378,-0.002333196,0.01185138,0,GEHC,1,0.0
129,2024-07-05,-0.002333196,-0.009256244,-0.002333194,0,GEHC,0,-0.002333196
130,2024-07-08,-0.009256244,0.006787732,-0.009256242,0,GEHC,0,-0.0
131,2024-07-09,0.006787732,0.029102633,0.006787732,0,GEHC,1,0.0
132,2024-07-10,0.029102633,0.010058037,0.029102632,0,GEHC,1,0.029102633
133,2024-07-11,0.010058037,0.004244078,0.01005804,0,GEHC,0,0.010058037
134,2024-07-12,0.004244078,-0.001121695,0.004244081,0,GEHC,0,0.0
135,2024-07-15,-0.001121695,0.030094965,-0.001121692,0,GEHC,0,-0.0
136,2024-07-16,0.030094965,-0.002059143,0.030094968,0,GEHC,1,0.0
137,2024-07-17,-0.002059143,-0.018232386,-0.00205914,0,GEHC,0,-0.002059143
138,2024-07-18,-0.018232386,-0.006320141,-0.018232383,0,GEHC,0,-0.0
139,2024-07-19,-0.006320141,0.009773083,-0.006320139,0,GEHC,0,-0.0
140,2024-07-22,0.009773083,-0.005060223,0.009773085,0,GEHC,1,0.0
141,2024-07-23,-0.005060223,-0.014080318,-0.005060221,0,GEHC,0,-0.005060223
142,2024-07-24,-0.014080318,0.002881973,-0.014080317,0,GEHC,0,-0.0
143,2024-07-25,0.002881973,0.007231073,0.002881973,0,GEHC,0,0.0
144,2024-07-26,0.007231073,0.01907167,0.007231072,0,GEHC,0,0.0
145,2024-07-29,0.01907167,0.007285988,0.019071674,0,GEHC,1,0.0
146,2024-07-30,0.007285988,0.023673938,0.007285991,0,GEHC,0,0.007285988
148,2024-07-02,0.010732944,-0.001116016,0.010732944,0,FAST,1,0.0
149,2024-07-03,-0.001116016,0.007469311,-0.001116017,0,FAST,0,-0.001116016
150,2024-07-05,0.007469311,-0.005238523,0.007469311,0,FAST,1,0.0
151,2024-07-08,-0.005238523,-0.004306559,-0.005238524,0,FAST,0,-0.005238523
152,2024-07-09,-0.004306559,0.015071191,-0.00430656,0,FAST,0,-0.0
153,2024-07-10,0.015071191,0.01033844,0.01507119,0,FAST,1,0.0
154,2024-07-11,0.01033844,0.019598011,0.010338439,0,FAST,1,0.01033844
155,2024-07-12,0.019598011,0.035870878,0.019598011,0,FAST,1,0.019598011
156,2024-07-15,0.035870878,0.017536487,0.035870878,0,FAST,1,0.035870878
157,2024-07-16,0.017536487,0.013811234,0.017536486,0,FAST,1,0.017536487
158,2024-07-17,0.013811234,-0.01671269,0.013811233,0,FAST,0,0.013811234
159,2024-07-18,-0.01671269,-0.01375096,-0.016712691,0,FAST,0,-0.0
160,2024-07-19,-0.01375096,0.005728104,-0.013750961,0,FAST,0,-0.0
161,2024-07-22,0.005728104,-0.005580741,0.005728104,0,FAST,1,0.0
162,2024-07-23,-0.005580741,-0.008727361,-0.005580742,0,FAST,0,-0.005580741
163,2024-07-24,-0.008727361,0.025666918,-0.008727362,0,FAST,0,-0.0
164,2024-07-25,0.025666918,0.024454679,0.025666917,0,FAST,1,0.0
165,2024-07-26,0.024454679,0.005950686,0.024454678,0,FAST,1,0.024454679
166,2024-07-29,0.005950686,0.001411611,0.005950685,0,FAST,0,0.005950686
167,2024-07-30,0.001411611,-0.001976835,0.00141161,0,FAST,0,0.0
169,2024-07-02,-0.007180844,-0.006362005,-0.007180843,0,BKR,0,-0.0
170,2024-07-03,-0.006362005,-0.007279112,-0.006362006,0,BKR,0,-0.0
171,2024-07-05,-0.007279112,-0.001462292,-0.007279112,0,BKR,0,-0.0
172,2024-07-08,-0.001462292,-0.021894303,-0.001462287,0,BKR,0,-0.0
173,2024-07-09,-0.021894303,0.01218983,-0.021894286,0,BKR,0,-0.0
174,2024-07-10,0.01218983,0.019605549,0.012189835,0,BKR,1,0.0
175,2024-07-11,0.019605549,-0.000289764,0.019605555,0,BKR,1,0.019605549
176,2024-07-12,-0.000289764,0.034471412,-0.000289759,0,BKR,0,-0.000289764
177,2024-07-15,0.034471412,0.016386984,0.034471416,0,BKR,1,0.0
178,2024-07-16,0.016386984,-0.003864189,0.016386987,0,BKR,0,0.016386984
179,2024-07-17,-0.003864189,-0.007494843,-0.003864187,0,BKR,0,-0.0
180,2024-07-18,-0.007494843,0.001113921,-0.007494842,0,BKR,0,-0.0
181,2024-07-19,0.001113921,-0.007543001,0.001113922,0,BKR,1,0.0
182,2024-07-22,-0.007543001,-0.000280418,-0.007543002,0,BKR,0,-0.007543001
183,2024-07-23,-0.000280418,-0.021262317,-0.000280419,0,BKR,0,-0.0
184,2024-07-24,-0.021262317,0.019296861,-0.021262313,0,BKR,0,-0.0
185,2024-07-25,0.019296861,0.056549261,0.019296877,0,BKR,1,0.0
186,2024-07-26,0.056549261,0.021545754,0.056549266,0,BKR,1,0.056549261
187,2024-07-29,0.021545754,-0.005996616,0.02154576,0,BKR,1,0.021545754
188,2024-07-30,-0.005996616,0.012474162,-0.005996612,0,BKR,0,-0.005996616
190,2024-07-02,0.004065247,0.001182577,0.004065249,0,ADP,0,0.0
191,2024-07-03,0.001182577,-0.00571469,0.00118258,0,ADP,0,0.0
192,2024-07-05,-0.00571469,-0.009040552,-0.005714687,0,ADP,0,-0.0
193,2024-07-08,-0.009040552,0.005425643,-0.00904055,0,ADP,0,-0.0
194,2024-07-09,0.005425643,-0.002388829,0.005425646,0,ADP,1,0.0
195,2024-07-10,-0.002388829,0.006300889,-0.002388825,0,ADP,0,-0.002388829
196,2024-07-11,0.006300889,0.010091923,0.006300892,0,ADP,0,0.0
197,2024-07-12,0.010091923,0.019224139,0.010091926,0,ADP,1,0.0
198,2024-07-15,0.019224139,0.01302073,0.019224142,0,ADP,1,0.019224139
199,2024-07-16,0.01302073,0.013856818,0.013020733,0,ADP,0,0.01302073
200,2024-07-17,0.013856818,-0.007449974,0.013856821,0,ADP,1,0.0
201,2024-07-18,-0.007449974,-0.001739559,-0.007449971,0,ADP,0,-0.007449974
202,2024-07-19,-0.001739559,0.004121568,-0.001739556,0,ADP,0,-0.0
203,2024-07-22,0.004121568,0.001450621,0.004121571,0,ADP,1,0.0
204,2024-07-23,0.001450621,-0.005045928,0.001450624,0,ADP,1,0.001450621
205,2024-07-24,-0.005045928,0.009986375,-0.005045925,0,ADP,0,-0.005045928
206,2024-07-25,0.009986375,0.01230477,0.009986379,0,ADP,1,0.0
207,2024-07-26,0.01230477,0.01000248,0.012304774,0,ADP,0,0.01230477
208,2024-07-29,0.01000248,0.009864525,0.010002483,0,ADP,0,0.0
209,2024-07-30,0.009864525,0.018756815,0.009864528,0,ADP,1,0.0
