Date,return,Y1,predicted_mean,binary,ticker
2/07/2024,-0.007180844,-0.006362005,-0.007180843,0,BKR
3/07/2024,-0.006362005,-0.007279112,-0.006362006,0,BKR
5/07/2024,-0.007279112,-0.001462292,-0.007279112,0,BKR
8/07/2024,-0.001462292,-0.021894303,-0.001462287,0,BKR
9/07/2024,-0.021894303,0.01218983,-0.021894286,0,BKR
10/07/2024,0.01218983,0.019605549,0.012189835,0,BKR
11/07/2024,0.019605549,-0.000289764,0.019605555,0,BKR
12/07/2024,-0.000289764,0.034471412,-0.000289759,0,BKR
15/07/2024,0.034471412,0.016386984,0.034471416,0,BKR
16/07/2024,0.016386984,-0.003864189,0.016386987,0,BKR
17/07/2024,-0.003864189,-0.007494843,-0.003864187,0,BKR
18/07/2024,-0.007494843,0.001113921,-0.007494842,0,BKR
19/07/2024,0.001113921,-0.007543001,0.001113922,0,BKR
22/07/2024,-0.007543001,-0.000280418,-0.007543002,0,BKR
23/07/2024,-0.000280418,-0.021262317,-0.000280419,0,BKR
24/07/2024,-0.021262317,0.019296861,-0.021262313,0,BKR
25/07/2024,0.019296861,0.056549261,0.019296877,0,BKR
26/07/2024,0.056549261,0.021545754,0.056549266,0,BKR
29/07/2024,0.021545754,-0.005996616,0.02154576,0,BKR
30/07/2024,-0.005996616,0.012474162,-0.005996612,0,BKR
1/07/2024,-0.012733135,0.004065247,-0.012733133,0,ADP
2/07/2024,0.004065247,0.001182577,0.004065249,0,ADP
3/07/2024,0.001182577,-0.00571469,0.00118258,0,ADP
5/07/2024,-0.00571469,-0.009040552,-0.005714687,0,ADP
8/07/2024,-0.009040552,0.005425643,-0.00904055,0,ADP
9/07/2024,0.005425643,-0.002388829,0.005425646,0,ADP
10/07/2024,-0.002388829,0.006300889,-0.002388825,0,ADP
11/07/2024,0.006300889,0.010091923,0.006300892,0,ADP
12/07/2024,0.010091923,0.019224139,0.010091926,0,ADP
15/07/2024,0.019224139,0.01302073,0.019224142,0,ADP
16/07/2024,0.01302073,0.013856818,0.013020733,0,ADP
17/07/2024,0.013856818,-0.007449974,0.013856821,0,ADP
18/07/2024,-0.007449974,-0.001739559,-0.007449971,0,ADP
19/07/2024,-0.001739559,0.004121568,-0.001739556,0,ADP
22/07/2024,0.004121568,0.001450621,0.004121571,0,ADP
23/07/2024,0.001450621,-0.005045928,0.001450624,0,ADP
24/07/2024,-0.005045928,0.009986375,-0.005045925,0,ADP
25/07/2024,0.009986375,0.01230477,0.009986379,0,ADP
26/07/2024,0.01230477,0.01000248,0.012304774,0,ADP
29/07/2024,0.01000248,0.009864525,0.010002483,0,ADP
30/07/2024,0.009864525,0.018756815,0.009864528,0,ADP
