,Date,return,Y1,predicted,binary,ticker,pTradeRate,tTradeBool,top,strat
1,2024-07-02,0.0139862289158189,0.0041580392777204,0.0185253690231827,0,WBD,0.0041580392777204,0.0041580392777204,1,0.0139862289158189
2,2024-07-03,0.0041580392777204,-0.0027700822210765,0.0058660430892342,0,WBD,-0.0027700822210765,0.0,0,0.0041580392777204
3,2024-07-05,-0.0027700822210765,-0.0139666939941533,-0.0014626190728143,0,WBD,0.0,0.0,0,-0.0
4,2024-07-08,-0.0139666939941533,0.0318366008214183,-0.0101811239991887,0,WBD,0.0,0.0318366008214183,1,-0.0
5,2024-07-09,0.0318366008214183,-0.0027285119907372,0.0293758079894917,0,WBD,-0.0027285119907372,0.0,0,0.0318366008214183
6,2024-07-10,-0.0027285119907372,0.0081633026950527,-0.0002483447414718,0,WBD,0.0,0.0081633026950527,0,-0.0
7,2024-07-11,0.0081633026950527,0.0027063589783342,0.0075002832715755,0,WBD,0.0027063589783342,0.0027063589783342,0,0.0
8,2024-07-12,0.0027063589783342,0.002699054363877,0.0037977858885016,0,WBD,0.002699054363877,0.002699054363877,0,0.0
9,2024-07-15,0.002699054363877,0.0727593463903866,0.0031586691194113,0,WBD,0.0727593463903866,0.0727593463903866,1,0.0
10,2024-07-16,0.0727593463903866,0.0417238043014565,0.027698307732857,0,WBD,0.0417238043014565,0.0417238043014565,1,0.0727593463903866
11,2024-07-17,0.0417238043014565,0.0237541764160182,0.0263086112288333,0,WBD,0.0237541764160182,0.0237541764160182,1,0.0417238043014565
12,2024-07-18,0.0237541764160182,0.0174524050228601,0.0263912330524918,0,WBD,0.0174524050228601,0.0174524050228601,1,0.0237541764160182
13,2024-07-19,0.0174524050228601,-0.0139374943353737,0.0183899465547874,0,WBD,-0.0139374943353737,0.0,0,0.0174524050228601
14,2024-07-22,-0.0139374943353737,0.0081537661425533,-0.0132392637306293,0,WBD,0.0,0.0081537661425533,1,-0.0
15,2024-07-23,0.0081537661425533,-0.0175545312090068,0.0070146869281173,0,WBD,-0.0175545312090068,0.0,0,0.0081537661425533
16,2024-07-24,-0.0175545312090068,-0.0583398090582403,-0.0190496206180155,0,WBD,0.0,0.0,0,-0.0
17,2024-07-25,-0.0583398090582403,0.0392689282306006,-0.0420402793761516,0,WBD,0.0,0.0392689282306006,1,-0.0
18,2024-07-26,0.0392689282306006,0.0131501779525274,0.0280659712283251,0,WBD,0.0131501779525274,0.0131501779525274,1,0.0392689282306006
19,2024-07-29,0.0131501779525274,0.0418665399184468,0.02128872758617,0,WBD,0.0418665399184468,0.0418665399184468,1,0.0131501779525274
20,2024-07-30,0.0418665399184468,-0.0149171003904803,0.0294001147159409,0,WBD,-0.0149171003904803,0.0,0,0.0418665399184468
22,2024-07-02,0.0192319019035518,-0.001648187700277,0.0201748991839618,0,ODFL,-0.001648187700277,0.0,0,0.0192319019035518
23,2024-07-03,-0.001648187700277,0.0049364358514021,0.0019401228520526,0,ODFL,0.0049364358514021,0.0049364358514021,1,-0.0
24,2024-07-05,0.0049364358514021,-0.0094001005791797,0.0062406318846787,0,ODFL,-0.0094001005791797,0.0,0,0.0049364358514021
25,2024-07-08,-0.0094001005791797,-0.0147441616503513,-0.0063187153169416,0,ODFL,0.0,0.0,0,-0.0
26,2024-07-09,-0.0147441616503513,0.0205814907426382,-0.0238864894022626,0,ODFL,0.0,0.0205814907426382,1,-0.0
27,2024-07-10,0.0205814907426382,0.0251585570341593,0.0206219764158189,0,ODFL,0.0251585570341593,0.0251585570341593,1,0.0205814907426382
28,2024-07-11,0.0251585570341593,0.0183569627817842,0.0232567749175184,0,ODFL,0.0183569627817842,0.0183569627817842,1,0.0251585570341593
29,2024-07-12,0.0183569627817842,0.0260994852482331,0.0186971386856132,0,ODFL,0.0260994852482331,0.0260994852482331,1,0.0183569627817842
30,2024-07-15,0.0260994852482331,0.043054565698396,0.0190116115434338,0,ODFL,0.043054565698396,0.043054565698396,1,0.0260994852482331
31,2024-07-16,0.043054565698396,-0.0256399010434409,0.0199848771905257,0,ODFL,-0.0256399010434409,0.0,0,0.043054565698396
32,2024-07-17,-0.0256399010434409,-0.0163396641150015,-0.0266740679179818,0,ODFL,0.0,0.0,0,-0.0
33,2024-07-18,-0.0163396641150015,5.113195014580029e-05,-0.0258636804925784,0,ODFL,0.0,5.113195014580029e-05,1,-0.0
34,2024-07-19,5.113195014580029e-05,-0.0008188938612547,0.0057936151441782,0,ODFL,-0.0008188938612547,0.0,0,5.113195014580029e-05
35,2024-07-22,-0.0008188938612547,-0.0075033317459367,0.003647082003725,0,ODFL,-0.0075033317459367,0.0,0,-0.0
36,2024-07-23,-0.0075033317459367,0.0039642187021842,-0.00424498025614,0,ODFL,0.0,0.0039642187021842,1,-0.0
37,2024-07-24,0.0039642187021842,0.05536986751806,0.0026525786562312,0,ODFL,0.05536986751806,0.05536986751806,1,0.0039642187021842
38,2024-07-25,0.05536986751806,-0.0135577259264114,0.0181867886388361,0,ODFL,-0.0135577259264114,0.0,0,0.05536986751806
