Date,return,Y1,predicted_Y1,binary,ticker,pTradeRate,tTradeBool
2024-07-19,5.1131950145800284e-05,-0.0008188938612547955,0.0057936151441782815,0,ODFL,-0.0008188938612547955,0.0
2024-07-22,-0.0008188938612547955,-0.0075033317459367605,0.0036470820037250097,0,ODFL,-0.0075033317459367605,0.0
2024-07-23,-0.0075033317459367605,0.003964218702184273,-0.004244980256140016,0,ODFL,0.0,0.003964218702184273
2024-07-24,0.003964218702184273,0.05536986751806009,0.002652578656231246,0,ODFL,0.05536986751806009,0.05536986751806009
2024-07-25,0.05536986751806009,-0.013557725926411461,0.0181867886388361,0,ODFL,-0.013557725926411461,0.0
2024-07-26,-0.013557725926411461,-0.007071674509798191,-0.019242173847089077,0,ODFL,0.0,0.0
2024-07-29,-0.007071674509798191,0.01736692255443971,-0.006054376101665612,0,ODFL,0.0,0.01736692255443971
2024-07-30,0.01736692255443971,0.024807967648909617,0.02005951678868371,0,ODFL,0.024807967648909617,0.024807967648909617
2024-07-01,-0.02560602307747882,-0.0002620056547748483,-0.01687828686197331,0,CMCSA,0.0,0.0
2024-07-02,-0.0002620056547748483,0.005270124687108329,-0.0007190539471009556,0,CMCSA,0.0,0.005270124687108329
2024-07-03,0.005270124687108329,-0.005005902354269407,0.008394639132568958,0,CMCSA,-0.005005902354269407,0.0
2024-07-05,-0.005005902354269407,-0.01409781992547563,-0.005300533622577246,0,CMCSA,0.0,0.0
2024-07-08,-0.01409781992547563,0.004810177369634472,-0.016220744826568125,0,CMCSA,0.0,0.004810177369634472
2024-07-09,0.004810177369634472,-0.00213498927703518,0.008613988672363739,0,CMCSA,-0.00213498927703518,0.0
2024-07-10,-0.00213498927703518,0.008512945625455823,-0.00011127518934750955,0,CMCSA,0.0,0.008512945625455823
2024-07-11,0.008512945625455823,0.01420331370452023,0.014002303380761135,0,CMCSA,0.01420331370452023,0.01420331370452023
2024-07-12,0.01420331370452023,0.01683317527765195,0.014840876753779052,0,CMCSA,0.01683317527765195,0.01683317527765195
2024-07-15,0.01683317527765195,0.017059662365646183,0.014767155967453025,0,CMCSA,0.017059662365646183,0.017059662365646183
2024-07-16,0.017059662365646183,0.024440107567202475,0.0139563209229624,0,CMCSA,0.024440107567202475,0.024440107567202475
2024-07-17,0.024440107567202475,-0.011148406447432351,0.012305514694182769,0,CMCSA,-0.011148406447432351,0.0
2024-07-18,-0.011148406447432351,-0.0014958257010168597,-0.018308805862976993,0,CMCSA,0.0,0.0
2024-07-19,-0.0014958257010168597,-0.01381765603343474,-0.0034762829874154214,0,CMCSA,0.0,0.0
2024-07-22,-0.01381765603343474,-0.026141942186573553,-0.01930141400071035,0,CMCSA,0.0,0.0
2024-07-23,-0.026141942186573553,-0.010966119745101663,-0.021834654051547674,0,CMCSA,0.0,0.0
2024-07-24,-0.010966119745101663,0.003930347579664065,-0.01992360747507442,0,CMCSA,0.0,0.003930347579664065
2024-07-25,0.003930347579664065,0.03721710011838474,0.0039545059682411735,0,CMCSA,0.03721710011838474,0.03721710011838474
2024-07-26,0.03721710011838474,0.024637346487677434,0.012536891636546739,0,CMCSA,0.024637346487677434,0.024637346487677434
2024-07-29,0.024637346487677434,0.003190604386337552,0.012456370813495071,0,CMCSA,0.003190604386337552,0.003190604386337552
2024-07-30,0.003190604386337552,0.011208671787854098,0.0023197366103880827,0,CMCSA,0.011208671787854098,0.011208671787854098
2024-07-01,-0.003798302317157056,0.019867065863186983,-0.0069220449983072654,0,PYPL,0.0,0.019867065863186983
2024-07-02,0.019867065863186983,0.011297618949786372,0.018726640190661056,0,PYPL,0.011297618949786372,0.011297618949786372
2024-07-03,0.011297618949786372,0.002010033075159633,0.010524563446940784,0,PYPL,0.002010033075159633,0.002010033075159633
2024-07-05,0.002010033075159633,-0.011274804797888142,0.0005937614581925698,0,PYPL,-0.011274804797888142,0.0
2024-07-08,-0.011274804797888142,-0.0015242640341601432,-0.0241634937249621,0,PYPL,0.0,0.0
2024-07-09,-0.0015242640341601432,-0.0016963273419154474,-0.0026141807952550175,0,PYPL,0.0,0.0
2024-07-10,-0.0016963273419154474,0.01833679308030725,-0.0026141807952550175,0,PYPL,0.0,0.01833679308030725
2024-07-11,0.01833679308030725,0.004656565446057525,0.01899526157173767,0,PYPL,0.004656565446057525,0.004656565446057525
2024-07-12,0.004656565446057525,0.0033129193818737922,0.0034603059770987343,0,PYPL,0.0033129193818737922,0.0033129193818737922
2024-07-15,0.0033129193818737922,0.02191779141708144,0.0020925642128655345,0,PYPL,0.02191779141708144,0.02191779141708144
2024-07-16,0.02191779141708144,-0.009264587691627107,0.023976985369456687,0,PYPL,-0.009264587691627107,0.0
2024-07-17,-0.009264587691627107,-0.02045603597539624,-0.007348763653416445,0,PYPL,0.0,0.0
2024-07-18,-0.02045603597539624,-0.011229451089343178,-0.026058894437374636,0,PYPL,0.0,0.0
2024-07-19,-0.011229451089343178,0.023981142547231004,-0.02149292107829423,0,PYPL,0.0,0.023981142547231004
2024-07-22,0.023981142547231004,-0.01759675845398555,0.019487338466854538,0,PYPL,-0.01759675845398555,0.0
2024-07-23,-0.01759675845398555,-0.027850321097353213,-0.022537349566532937,0,PYPL,0.0,0.0
2024-07-24,-0.027850321097353213,-0.014745665173181254,-0.027797706890239263,0,PYPL,0.0,0.0
2024-07-25,-0.014745665173181254,0.018527058808411972,-0.025518021374982176,0,PYPL,0.0,0.018527058808411972
2024-07-26,0.018527058808411972,0.01108938624585431,0.019324400330181606,0,PYPL,0.01108938624585431,0.01108938624585431
2024-07-29,0.01108938624585431,0.08236312934993723,0.012599204157840795,0,PYPL,0.08236312934993723,0.08236312934993723
2024-07-30,0.08236312934993723,0.027432738843879124,0.025322780018909412,0,PYPL,0.027432738843879124,0.027432738843879124
2024-07-01,-0.011236091996128881,0.00438457916052479,-0.014729828223435104,0,KHC,0.0,0.00438457916052479
2024-07-02,0.00438457916052479,0.0028085570770370934,0.006007769256366878,0,KHC,0.0028085570770370934,0.0028085570770370934
2024-07-03,0.0028085570770370934,0.0,0.004715315586912022,0,KHC,0.0,0.0
2024-07-05,0.0,0.0003115227240369925,-6.594101390937826e-05,0,KHC,0.0,0.0003115227240369925
2024-07-08,0.0003115227240369925,-0.0053099663164595245,0.002743470697044164,0,KHC,-0.0053099663164595245,0.0
2024-07-09,-0.0053099663164595245,-0.0003132413125719601,-0.003598400480744582,0,KHC,0.0,0.0
2024-07-10,-0.0003132413125719601,0.008112376075867041,0.0002582589460038106,0,KHC,0.008112376075867041,0.008112376075867041
2024-07-11,0.008112376075867041,-0.0034241468584997386,0.011682684777589433,0,KHC,-0.0034241468584997386,0.0
2024-07-12,-0.0034241468584997386,0.006836608934324994,-0.00286356764794845,0,KHC,0.0,0.006836608934324994
2024-07-15,0.006836608934324994,0.016889676107169543,0.007136100288378347,0,KHC,0.016889676107169543,0.016889676107169543
2024-07-16,0.016889676107169543,0.03176777016694974,0.012114497902088628,0,KHC,0.03176777016694974,0.03176777016694974
2024-07-17,0.03176777016694974,-0.0038422114447691914,0.013274347062062352,0,KHC,-0.0038422114447691914,0.0
2024-07-18,-0.0038422114447691914,-0.019435550685609242,-0.006666759665213356,0,KHC,0.0,0.0
2024-07-19,-0.019435550685609242,-0.009099220903727433,-0.015975347560366036,0,KHC,0.0,0.0
2024-07-22,-0.009099220903727433,-0.0006095842337262983,-0.015975347560366036,0,KHC,0.0,0.0
2024-07-23,-0.0006095842337262983,0.007593051083545421,-0.0005520656926658335,0,KHC,0.0,0.007593051083545421
2024-07-24,0.007593051083545421,0.0072355358752114445,0.0089355177053427,0,KHC,0.0072355358752114445,0.0072355358752114445
2024-07-25,0.0072355358752114445,0.0021005166979504424,0.00817344769251222,0,KHC,0.0021005166979504424,0.0021005166979504424
2024-07-26,0.0021005166979504424,0.001796872591601488,0.0031293914620215916,0,KHC,0.001796872591601488,0.001796872591601488
2024-07-29,0.001796872591601488,0.012489070869063618,0.0030194096893724027,0,KHC,0.012489070869063618,0.012489070869063618
2024-07-30,0.012489070869063618,0.03968656791792718,0.01368988882260715,0,KHC,0.03968656791792718,0.03968656791792718
2024-07-01,0.0004371406888828498,-0.0035025993509628615,0.001822065059115558,0,GILD,-0.0035025993509628615,0.0
2024-07-02,-0.0035025993509628615,-0.026818485809030942,-0.0030439842356003743,0,GILD,0.0,0.0
2024-07-03,-0.026818485809030942,0.0015006921248502834,-0.01701804098988091,0,GILD,0.0,0.0015006921248502834
2024-07-05,0.0015006921248502834,0.01281305633147356,-0.0028247627373481046,0,GILD,0.0,0.01281305633147356
2024-07-08,0.01281305633147356,0.003103972286253531,0.010374758558573775,0,GILD,0.003103972286253531,0.003103972286253531
2024-07-09,0.003103972286253531,0.01450465467645854,0.005593600052611511,0,GILD,0.01450465467645854,0.01450465467645854
2024-07-10,0.01450465467645854,0.017589859657217464,0.012291257721020866,0,GILD,0.017589859657217464,0.017589859657217464
2024-07-11,0.017589859657217464,-0.00014295913993694144,0.012518421755361176,0,GILD,-0.00014295913993694144,0.0
2024-07-12,-0.00014295913993694144,0.012076562121451374,0.0019472757829835977,0,GILD,0.012076562121451374,0.012076562121451374
2024-07-15,0.012076562121451374,0.011653369487394866,0.012450890156795038,0,GILD,0.011653369487394866,0.011653369487394866
2024-07-16,0.011653369487394866,0.022907081853601255,0.011827375071397278,0,GILD,0.022907081853601255,0.022907081853601255
2024-07-17,0.022907081853601255,0.0028608299199934227,0.011263593674060133,0,GILD,0.0028608299199934227,0.0028608299199934227
2024-07-18,0.0028608299199934227,-0.013007708286244946,0.0029857702908246105,0,GILD,-0.013007708286244946,0.0
2024-07-19,-0.013007708286244946,-0.0020693101847933802,-0.014123397115241229,0,GILD,0.0,0.0
2024-07-22,-0.0020693101847933802,-0.017273106392085135,-0.001046499740440696,0,GILD,0.0,0.0
2024-07-23,-0.017273106392085135,0.03221405063551229,-0.013934190646223454,0,GILD,0.0,0.03221405063551229
2024-07-24,0.03221405063551229,0.040136072945900644,0.01279579292320776,0,GILD,0.040136072945900644,0.040136072945900644
2024-07-25,0.040136072945900644,0.00651383212611697,0.012218883281974235,0,GILD,0.00651383212611697,0.00651383212611697
2024-07-26,0.00651383212611697,0.009306015138422658,0.008192040741888874,0,GILD,0.009306015138422658,0.009306015138422658
2024-07-29,0.009306015138422658,0.00410835963224507,0.011342560426454072,0,GILD,0.00410835963224507,0.00410835963224507
2024-07-30,0.00410835963224507,-0.025827215659788832,0.007601673519854946,0,GILD,-0.025827215659788832,0.0
2024-07-01,-0.021534112688414535,0.0009175272545647647,-0.014792133787437711,0,GEHC,0.0,0.0009175272545647647
2024-07-02,0.0009175272545647647,0.011851378130887807,-0.00011135397523888847,0,GEHC,0.0,0.011851378130887807
2024-07-03,0.011851378130887807,-0.0023331955806453844,0.014300562576904369,0,GEHC,-0.0023331955806453844,0.0
2024-07-05,-0.0023331955806453844,-0.00925624358052438,-0.0056938524997855264,0,GEHC,0.0,0.0
2024-07-08,-0.00925624358052438,0.006787731997594336,-0.0192305384005136,0,GEHC,0.0,0.006787731997594336
2024-07-09,0.006787731997594336,0.029102632696112306,0.0055836919974151175,0,GEHC,0.029102632696112306,0.029102632696112306
2024-07-10,0.029102632696112306,0.010058036518071004,0.021760291191473363,0,GEHC,0.010058036518071004,0.010058036518071004
2024-07-11,0.010058036518071004,0.0042440779772545964,0.017326958553540352,0,GEHC,0.0042440779772545964,0.0042440779772545964
2024-07-12,0.0042440779772545964,-0.001121694652563894,0.010226895515466895,0,GEHC,-0.001121694652563894,0.0
2024-07-15,-0.001121694652563894,0.03009496548705347,0.003476934799866987,0,GEHC,0.03009496548705347,0.03009496548705347
2024-07-16,0.03009496548705347,-0.0020591428429114424,0.03198265997461711,0,GEHC,-0.0020591428429114424,0.0
2024-07-17,-0.0020591428429114424,-0.018232385715348808,0.0031492181346569554,0,GEHC,-0.018232385715348808,0.0
2024-07-18,-0.018232385715348808,-0.006320141417482522,-0.01455436599619361,0,GEHC,0.0,0.0
2024-07-19,-0.006320141417482522,0.009773083134039564,-0.005695576363579783,0,GEHC,0.0,0.009773083134039564
2024-07-22,0.009773083134039564,-0.005060222514805725,0.011849118522162621,0,GEHC,-0.005060222514805725,0.0
2024-07-23,-0.005060222514805725,-0.014080317828384162,-0.0030623301256654228,0,GEHC,0.0,0.0
2024-07-24,-0.014080317828384162,0.0028819733832529688,-0.015331254834544132,0,GEHC,0.0,0.0028819733832529688
2024-07-25,0.0028819733832529688,0.007231072995314626,0.004892854101186093,0,GEHC,0.007231072995314626,0.007231072995314626
2024-07-26,0.007231072995314626,0.01907167030546102,0.00915441362490714,0,GEHC,0.01907167030546102,0.01907167030546102
2024-07-29,0.01907167030546102,0.007285987998989084,0.024226178254936545,0,GEHC,0.007285987998989084,0.007285987998989084
2024-07-30,0.007285987998989084,0.023673938499046178,0.017547504639679405,0,GEHC,0.023673938499046178,0.023673938499046178
2024-07-01,-0.012006824482362,0.010732944368254118,-0.017005724076290866,0,FAST,0.0,0.010732944368254118
2024-07-02,0.010732944368254118,-0.0011160160825609427,0.007887648425094441,0,FAST,-0.0011160160825609427,0.0
2024-07-03,-0.0011160160825609427,0.007469311440153106,-0.0002624695244680841,0,FAST,0.0,0.007469311440153106
2024-07-05,0.007469311440153106,-0.005238523378617202,0.009425278210001702,0,FAST,-0.005238523378617202,0.0
2024-07-08,-0.005238523378617202,-0.004306559363571525,-0.0032632304392680982,0,FAST,0.0,0.0
2024-07-09,-0.004306559363571525,0.015071190715754298,-0.0051324264208608165,0,FAST,0.0,0.015071190715754298
2024-07-10,0.015071190715754298,0.010338439528987912,0.013838191782484988,0,FAST,0.010338439528987912,0.010338439528987912
2024-07-11,0.010338439528987912,0.019598011392566127,0.015008014288840847,0,FAST,0.019598011392566127,0.019598011392566127
2024-07-12,0.019598011392566127,0.03587087827295422,0.011225749222848195,0,FAST,0.03587087827295422,0.03587087827295422
2024-07-15,0.03587087827295422,0.017536486844534245,0.0152367144075045,0,FAST,0.017536486844534245,0.017536486844534245
2024-07-16,0.017536486844534245,0.013811233964324515,0.01454776550629061,0,FAST,0.013811233964324515,0.013811233964324515
2024-07-17,0.013811233964324515,-0.01671269018869515,0.013502105091494791,0,FAST,-0.01671269018869515,0.0
2024-07-18,-0.01671269018869515,-0.013750959984601893,-0.013108639353377603,0,FAST,0.0,0.0
2024-07-19,-0.013750959984601893,0.005728104376087708,-0.013432522442226535,0,FAST,0.0,0.005728104376087708
2024-07-22,0.005728104376087708,-0.005580741060381432,0.007554872467663584,0,FAST,-0.005580741060381432,0.0
2024-07-23,-0.005580741060381432,-0.008727360890120274,-0.008869648259744654,0,FAST,0.0,0.0
2024-07-24,-0.008727360890120274,0.02566691814799001,-0.01309917316213128,0,FAST,0.0,0.02566691814799001
2024-07-25,0.02566691814799001,0.024454679041004245,0.012611567995033796,0,FAST,0.024454679041004245,0.024454679041004245
2024-07-26,0.024454679041004245,0.005950685710063234,0.011627340421262306,0,FAST,0.005950685710063234,0.005950685710063234
2024-07-29,0.005950685710063234,0.0014116105379843884,0.009674674294391807,0,FAST,0.0014116105379843884,0.0014116105379843884
2024-07-30,0.0014116105379843884,-0.001976834733739081,0.0004268706849032763,0,FAST,-0.001976834733739081,0.0
2024-07-01,-0.006561129021274003,-0.007180844007505758,-0.007776934144498296,0,BKR,0.0,0.0
2024-07-02,-0.007180844007505758,-0.00636200545187215,-0.009822107486244853,0,BKR,0.0,0.0
2024-07-03,-0.00636200545187215,-0.007279111806007358,-0.008812687117238474,0,BKR,0.0,0.0
2024-07-05,-0.007279111806007358,-0.0014622915956771952,-0.010314197208712416,0,BKR,0.0,0.0
2024-07-08,-0.0014622915956771952,-0.02189430297977541,-0.0055442216939079626,0,BKR,0.0,0.0
2024-07-09,-0.02189430297977541,0.012189829686313849,-0.01772322356368132,0,BKR,0.0,0.012189829686313849
2024-07-10,0.012189829686313849,0.019605549225676026,0.012751635105217991,0,BKR,0.019605549225676026,0.019605549225676026
2024-07-11,0.019605549225676026,-0.0002897644354830534,0.012828431919677401,0,BKR,-0.0002897644354830534,0.0
2024-07-12,-0.0002897644354830534,0.03447141193120057,-0.0015077815658149987,0,BKR,0.0,0.03447141193120057
2024-07-15,0.03447141193120057,0.016386984284674562,0.014995536563184947,0,BKR,0.016386984284674562,0.016386984284674562
2024-07-16,0.016386984284674562,-0.003864188949011217,0.014995536563184947,0,BKR,-0.003864188949011217,0.0
2024-07-17,-0.003864188949011217,-0.007494843150835449,-0.00326519798187377,0,BKR,0.0,0.0
2024-07-18,-0.007494843150835449,0.0011139214657053882,-0.011953517711736158,0,BKR,0.0,0.0011139214657053882
2024-07-19,0.0011139214657053882,-0.007543001463018337,0.0006963330701060677,0,BKR,-0.007543001463018337,0.0
2024-07-22,-0.007543001463018337,-0.00028041849407303053,-0.011231525024088258,0,BKR,0.0,0.0
2024-07-23,-0.00028041849407303053,-0.021262316732117186,-0.002481249206888605,0,BKR,0.0,0.0
2024-07-24,-0.021262316732117186,0.01929686077088083,-0.01772322356368132,0,BKR,0.0,0.01929686077088083
2024-07-25,0.01929686077088083,0.05654926107317395,0.012608733511773638,0,BKR,0.05654926107317395,0.05654926107317395
2024-07-26,0.05654926107317395,0.021545753721609714,0.014995536563184947,0,BKR,0.021545753721609714,0.021545753721609714
2024-07-29,0.021545753721609714,-0.005996616419343847,0.014995536563184947,0,BKR,-0.005996616419343847,0.0
2024-07-30,-0.005996616419343847,0.012474161858639712,-0.008702541467154136,0,BKR,0.0,0.012474161858639712
2024-07-01,-0.012733135474865235,0.004065246791325414,-0.009263582425696835,0,ADP,0.0,0.004065246791325414
2024-07-02,0.004065246791325414,0.0011825772136487788,0.004091873091137503,0,ADP,0.0011825772136487788,0.0011825772136487788
2024-07-03,0.0011825772136487788,-0.005714689923302496,0.0019873915106673485,0,ADP,-0.005714689923302496,0.0
2024-07-05,-0.005714689923302496,-0.009040552479240788,-0.00658009079227296,0,ADP,0.0,0.0
2024-07-08,-0.009040552479240788,0.005425642905533247,-0.008673561372282975,0,ADP,0.0,0.005425642905533247
2024-07-09,0.005425642905533247,-0.0023888285755375776,0.006389618974078931,0,ADP,-0.0023888285755375776,0.0
2024-07-10,-0.0023888285755375776,0.0063008892957938665,-0.001338012805647701,0,ADP,0.0,0.0063008892957938665
2024-07-11,0.0063008892957938665,0.01009192284564793,0.00758105250388915,0,ADP,0.01009192284564793,0.01009192284564793
2024-07-12,0.01009192284564793,0.01922413916056253,0.010940651384548975,0,ADP,0.01922413916056253,0.01922413916056253
2024-07-15,0.01922413916056253,0.013020729717018174,0.012404776717110239,0,ADP,0.013020729717018174,0.013020729717018174
2024-07-16,0.013020729717018174,0.01385681826006518,0.012472424963610715,0,ADP,0.01385681826006518,0.01385681826006518
2024-07-17,0.01385681826006518,-0.0074499735541974895,0.011461825491570845,0,ADP,-0.0074499735541974895,0.0
2024-07-18,-0.0074499735541974895,-0.0017395585834915114,-0.010304497431768853,0,ADP,0.0,0.0
2024-07-19,-0.0017395585834915114,0.004121568217849394,-0.0015743599988661315,0,ADP,0.0,0.004121568217849394
2024-07-22,0.004121568217849394,0.0014506212075169613,0.0038670120031710194,0,ADP,0.0014506212075169613,0.0014506212075169613
2024-07-23,0.0014506212075169613,-0.005045928434471633,0.002284357068143141,0,ADP,-0.005045928434471633,0.0
2024-07-24,-0.005045928434471633,0.00998637472109908,-0.004941574009201546,0,ADP,0.0,0.00998637472109908
2024-07-25,0.00998637472109908,0.012304769836302274,0.009437982853437327,0,ADP,0.012304769836302274,0.012304769836302274
2024-07-26,0.012304769836302274,0.01000247971057373,0.01052828404354094,0,ADP,0.01000247971057373,0.01000247971057373
2024-07-29,0.01000247971057373,0.009864525007673092,0.009718570942874953,0,ADP,0.009864525007673092,0.009864525007673092
2024-07-30,0.009864525007673092,0.018756814867366196,0.00920864851060069,0,ADP,0.018756814867366196,0.018756814867366196
