,Date,ticker,predicted,return,top,strat
49,2024-07-11,NVDA,0.40682239674759163,-0.0572761614804235,0,-0.0572761614804235
50,2024-07-12,NVDA,0.6858912068799553,0.0143394283447528,1,0.0
51,2024-07-15,NVDA,0.6018416272176892,-0.0062092952304284,0,-0.0062092952304284
52,2024-07-16,NVDA,0.4840020745880405,-0.0163269074653151,0,-0.0
53,2024-07-17,NVDA,0.38050524509704453,-0.0685351237574985,0,-0.0
54,2024-07-18,NVDA,0.7750544986688035,0.0259341835167572,1,0.0
55,2024-07-19,NVDA,0.4369294076561043,-0.0264428098337532,0,-0.0264428098337532
56,2024-07-22,NVDA,0.9183870722779393,0.0464737669888805,1,0.0
57,2024-07-23,NVDA,0.619729211430569,-0.0077195734444502,0,-0.0077195734444502
58,2024-07-24,NVDA,0.3839243399799066,-0.0704563944597653,0,-0.0
59,2024-07-25,NVDA,0.479196498025879,-0.0173932891525875,0,-0.0
60,2024-07-26,NVDA,0.70681060986055,0.0069228890315189,1,0.0
61,2024-07-29,NVDA,0.5617735476508391,-0.0130872222731768,0,-0.0130872222731768
62,2024-07-30,NVDA,0.388499358901213,-0.0730400055741074,0,-0.0
64,2024-07-02,GOOG,0.7486046141564058,0.0114255895715793,1,0.0
65,2024-07-03,GOOG,0.6972329800203918,0.0041711225143414,1,0.0041711225143414
66,2024-07-05,GOOG,0.795226764557726,0.0240950486349336,1,0.0240950486349336
67,2024-07-08,GOOG,0.6165123435840014,-0.0077398722167533,0,-0.0077398722167533
68,2024-07-09,GOOG,0.6709505978337551,-0.0002099826024991,1,-0.0
69,2024-07-10,GOOG,0.7695501656806434,0.0115897991914865,1,0.0115897991914865
70,2024-07-11,GOOG,0.5372089732136714,-0.028215370594159,1,-0.028215370594159
71,2024-07-12,GOOG,0.6198019492288763,-0.0027801785974052,0,-0.0027801785974052
72,2024-07-15,GOOG,0.7056723352260587,0.0075206566037951,1,0.0
73,2024-07-16,GOOG,0.5474074315626161,-0.014397221702364,0,-0.014397221702364
74,2024-07-17,GOOG,0.5609705510911924,-0.0156474175968522,1,-0.0
75,2024-07-18,GOOG,0.5389051583941527,-0.0187933561833649,0,-0.0187933561833649
76,2024-07-19,GOOG,0.6765667136385329,0.0009480950413543,1,0.0
77,2024-07-22,GOOG,0.7954114314469767,0.0218347244975844,1,0.0218347244975844
78,2024-07-23,GOOG,0.719493786585994,0.001362583623727,1,0.001362583623727
79,2024-07-24,GOOG,0.531949916054645,-0.0515800611031315,1,-0.0515800611031315
80,2024-07-25,GOOG,0.5330093567455337,-0.030334416073729,1,-0.030334416073729
81,2024-07-26,GOOG,0.6593347846955301,-0.0028416487955091,0,-0.0028416487955091
82,2024-07-29,GOOG,0.8059938732485239,0.0144201446645586,1,0.0
83,2024-07-30,GOOG,0.7209001396202205,0.0042566653143956,1,0.0042566653143956
85,2024-07-02,AMZN,0.7818192318671147,0.0140989398549471,1,0.0140989398549471
86,2024-07-03,AMZN,0.5524643570338921,-0.0121232083361907,0,-0.0121232083361907
87,2024-07-05,AMZN,0.7349906278695293,0.0121232083361908,0,0.0
88,2024-07-08,AMZN,0.6170212909421833,-0.0035563498917093,0,-0.0
89,2024-07-09,AMZN,0.6264501871513493,0.0002508745118111,0,0.0
90,2024-07-10,AMZN,0.6391951930485804,0.0022548901390977,0,0.0
91,2024-07-11,AMZN,0.5240699836672796,-0.0240108297085425,1,-0.0
92,2024-07-12,AMZN,0.6053273194499433,-0.002875175499739,0,-0.002875175499739
93,2024-07-15,AMZN,0.5545005520411859,-0.0091424114582626,0,-0.0
94,2024-07-16,AMZN,0.6330223992561742,0.0015554679731071,1,0.0
95,2024-07-17,AMZN,0.522692965167963,-0.026724318518412,1,-0.026724318518412
96,2024-07-18,AMZN,0.5303068721206866,-0.0224933760024409,0,-0.0224933760024409
97,2024-07-19,AMZN,0.6058717684159132,-0.0033798282769946,1,-0.0
98,2024-07-22,AMZN,0.6226545867512454,-0.0031721849969251,0,-0.0031721849969251
99,2024-07-23,AMZN,0.7788428152953701,0.0209244437075831,1,0.0
100,2024-07-24,AMZN,0.5373336523098198,-0.0303911950038864,1,-0.0303911950038864
101,2024-07-25,AMZN,0.598062883943529,-0.0054341694443897,1,-0.0054341694443897
102,2024-07-26,AMZN,0.7700378452945922,0.0146269689442131,1,0.0146269689442131
103,2024-07-29,AMZN,0.6816919997118985,0.0038282625594168,1,0.0038282625594168
104,2024-07-30,AMZN,0.580957648993004,-0.0081663889727445,1,-0.0081663889727445
106,2024-07-02,META,0.674172475050393,0.0095053021158385,0,0.0
107,2024-07-03,META,0.624703314675972,0.0009024218510787,0,0.0
108,2024-07-05,META,0.8885268945408589,0.0570701347467219,1,0.0
109,2024-07-08,META,0.5411832337791503,-0.0198092315186978,0,-0.0198092315186978
110,2024-07-09,META,0.619888835522225,0.0012838288042851,0,0.0
111,2024-07-10,META,0.6744141783609435,0.0088101377237239,0,0.0
112,2024-07-11,META,0.4580542818927932,-0.0419962416709306,0,-0.0
113,2024-07-12,META,0.4540442315499578,-0.0273453716187734,0,-0.0
114,2024-07-15,META,0.6049849043319053,-0.0054470682471444,0,-0.0
115,2024-07-16,META,0.515465842134055,-0.0129217174738313,0,-0.0
116,2024-07-17,META,0.4044660252866502,-0.0584335205715486,0,-0.0
117,2024-07-18,META,0.792297306601287,0.0295594666572433,1,0.0
118,2024-07-19,META,0.651513976298328,0.0019734689537039,1,0.0019734689537039
119,2024-07-22,META,0.8254379479751153,0.0220089683698948,1,0.0220089683698948
120,2024-07-23,META,0.6743310839931888,0.0026432179426616,0,0.0026432179426616
121,2024-07-24,META,0.43854356673824524,-0.0577448155804268,0,-0.0
122,2024-07-25,META,0.5011613000018424,-0.0171867295436536,0,-0.0
123,2024-07-26,META,0.8130400712542569,0.026744874713466,1,0.0
124,2024-07-29,META,0.6575329386056522,2.1428260396510007e-05,1,2.1428260396510007e-05
125,2024-07-30,META,0.6137474215628579,-0.0054257621108145,1,-0.0054257621108145
127,2024-07-02,TSM,0.8039573387572942,0.019366723905145,1,0.0
128,2024-07-03,TSM,0.8860068911032465,0.0379174292779899,1,0.0379174292779899
129,2024-07-05,TSM,0.7273420013344901,0.008186031059875,0,0.008186031059875
130,2024-07-08,TSM,0.7790097361824911,0.0142466351963241,1,0.0
131,2024-07-09,TSM,0.5775189877129969,-0.0113701915140217,0,-0.0113701915140217
132,2024-07-10,TSM,0.8927573682233403,0.0347773080224375,1,0.0
133,2024-07-11,TSM,0.47611057707169646,-0.0348857263859349,0,-0.0348857263859349
134,2024-07-12,TSM,0.7826262744881797,0.0153290943372596,1,0.0
135,2024-07-15,TSM,0.5796246370837335,-0.0114342434851607,0,-0.0114342434851607
136,2024-07-16,TSM,0.6769007185274776,0.0044173539349156,1,0.0
137,2024-07-17,TSM,0.40606530093246745,-0.0831292223856429,0,-0.0831292223856429
138,2024-07-18,TSM,0.6484552881517096,0.0039059027967249,1,0.0
139,2024-07-19,TSM,0.4617342709491561,-0.0361370374684773,0,-0.0361370374684773
140,2024-07-22,TSM,0.8337485103993378,0.0213663040944153,1,0.0
141,2024-07-23,TSM,0.6837979543738212,0.0027714803959061,1,0.0027714803959061
142,2024-07-24,TSM,0.4468173687936762,-0.0608160432709903,0,-0.0608160432709903
143,2024-07-25,TSM,0.6643665215851997,0.0029992257223451,1,0.0
144,2024-07-26,TSM,0.6954835583528407,0.0103036331820833,0,0.0103036331820833
145,2024-07-29,TSM,0.5225626747012491,-0.0119896323833078,0,-0.0
146,2024-07-30,TSM,0.451110696068481,-0.0347833598894194,0,-0.0
148,2024-07-02,LLY,0.5481690718071268,-0.0084126103724929,0,-0.0
149,2024-07-03,LLY,0.5168570870159847,-0.0095412943380879,0,-0.0
150,2024-07-05,LLY,0.7579927630813976,0.018172623976999,1,0.0
151,2024-07-08,LLY,0.6497943126876055,0.0037433731507125,1,0.0037433731507125
152,2024-07-09,LLY,0.7590284614098297,0.0156717608974801,1,0.0156717608974801
153,2024-07-10,LLY,0.6698312780055906,0.0077766849748388,0,0.0077766849748388
154,2024-07-11,LLY,0.53036290617997,-0.0060195008819699,1,-0.0
155,2024-07-12,LLY,0.7473237260587791,0.015150044322779,1,0.015150044322779
156,2024-07-15,LLY,0.611810213914607,0.0021697211131133,0,0.0021697211131133
157,2024-07-16,LLY,0.5029067291616437,-0.0093655710289389,0,-0.0
158,2024-07-17,LLY,0.48211833304446994,-0.0389938353774517,1,-0.0
159,2024-07-18,LLY,0.45767382809857393,-0.0646452721367747,0,-0.0646452721367747
160,2024-07-19,LLY,0.6480122414150868,0.0100447363351359,1,0.0
161,2024-07-22,LLY,0.6676358148449484,0.0098640732600688,0,0.0098640732600688
162,2024-07-23,LLY,0.7287966904633087,0.0141265781106088,1,0.0
163,2024-07-24,LLY,0.5040581483059081,-0.0211839599029639,1,-0.0211839599029639
164,2024-07-25,LLY,0.46620242285846714,-0.0460383395642814,0,-0.0460383395642814
165,2024-07-26,LLY,0.49649783120420377,-0.0203844005320121,0,-0.0
166,2024-07-29,LLY,0.6264378452503503,0.0039319863398069,0,0.0
167,2024-07-30,LLY,0.49775905138870413,-0.0220033358225717,0,-0.0
169,2024-07-02,TSLA,0.9807694275490157,0.0971019503094796,1,0.0971019503094796
170,2024-07-03,TSLA,0.909833967903426,0.0633730489954141,1,0.0633730489954141
171,2024-07-05,TSLA,0.7790621663278604,0.0206068822843728,1,0.0206068822843728
172,2024-07-08,TSLA,0.5236271397267763,0.0056297898765394,0,0.0056297898765394
173,2024-07-09,TSLA,0.7826583844063597,0.0364508858978897,1,0.0
174,2024-07-10,TSLA,0.4881769565187659,0.003538972090407,0,0.003538972090407
175,2024-07-11,TSLA,0.0818081804259277,-0.0882207720854726,0,-0.0
176,2024-07-12,TSLA,0.6861098160054864,0.029434316513726,1,0.0
177,2024-07-15,TSLA,0.6727253009110202,0.0176098295709409,1,0.0176098295709409
178,2024-07-16,TSLA,0.6425404551675614,0.0153969977775345,1,0.0153969977775345
179,2024-07-17,TSLA,0.1455986013937629,-0.0319197003322887,0,-0.0319197003322887
180,2024-07-18,TSLA,0.4208106066373668,0.0029333022209955,0,0.0
181,2024-07-19,TSLA,0.16507114586327631,-0.0410761384393871,0,-0.0
182,2024-07-22,TSLA,0.7282186713956944,0.0501827190217105,0,0.0
183,2024-07-23,TSLA,0.27421203476497413,-0.0206076489879567,0,-0.0
184,2024-07-24,TSLA,0.05801081474712565,-0.1316429436033912,0,-0.0
185,2024-07-25,TSLA,0.6926623004639774,0.0195311290676344,1,0.0
186,2024-07-26,TSLA,0.4292652669916478,-0.0020452089625195,0,-0.0020452089625195
187,2024-07-29,TSLA,0.7672052292591618,0.0544502837235436,1,0.0
188,2024-07-30,TSLA,0.17409990836341346,-0.041702079445629,0,-0.041702079445629
190,2024-07-02,AVGO,0.7151884350773574,0.0101144443328483,0,0.0101144443328483
191,2024-07-03,AVGO,0.8952480235436644,0.0423720395758991,1,0.0
192,2024-07-05,AVGO,0.5168087098296483,-0.0150970432873607,0,-0.0150970432873607
193,2024-07-08,AVGO,0.8743164319757651,0.0246738829791707,1,0.0
194,2024-07-09,AVGO,0.624745691756206,-0.0072144238674994,0,-0.0072144238674994
195,2024-07-10,AVGO,0.7006272961391917,0.0065440171902215,0,0.0
196,2024-07-11,AVGO,0.47853079430773765,-0.0224547083868489,0,-0.0
197,2024-07-12,AVGO,0.604480125181265,-0.0030998485111635,0,-0.0
198,2024-07-15,AVGO,0.7045271120068428,0.007924189840134,1,0.0
199,2024-07-16,AVGO,0.550624608297454,-0.0119719344680354,1,-0.0119719344680354
200,2024-07-17,AVGO,0.3619221827862993,-0.082416973809745,0,-0.082416973809745
201,2024-07-18,AVGO,0.8319790878985553,0.0286908055038233,1,0.0
202,2024-07-19,AVGO,0.48211521506491106,-0.0199459097152556,0,-0.0199459097152556
203,2024-07-22,AVGO,0.8404586127887019,0.0233042889091962,1,0.0
204,2024-07-23,AVGO,0.8031530318213336,0.0166860793409199,1,0.0166860793409199
205,2024-07-24,AVGO,0.38681849306161586,-0.0789340934814732,0,-0.0789340934814732
206,2024-07-25,AVGO,0.4727380478933676,-0.0138392221678933,0,-0.0
207,2024-07-26,AVGO,0.7087435640759436,0.0157536601144133,1,0.0
208,2024-07-29,AVGO,0.479534314617141,-0.0093424806310323,0,-0.0093424806310323
209,2024-07-30,AVGO,0.3104285993905581,-0.0456264663043847,0,-0.0
